comentarios	status
i love this place	1
i can say that the desserts were yummy	1
the food was terrible	0
the seasonal fruit was fresh white peach puree	1
it kept getting worse and worse so now im officially done	0
this place should honestly be blown up	0
but i definitely would not eat here again	0
do not waste your money here	0
i love that they put their food in nice plastic containers as opposed to cramming it in little paper takeout boxes	1
the crêpe was delicate and thin and moist	1
awful service	0
wont ever go here again	0
food quality has been horrible	0
for that price i can think of a few place i would have much rather gone	0
the service here is fair at best	0
i do love sushi but i found kabuki to be overpriced overhip and underservices	0
do yourself a favor and stay away from this dish	0
very poor service	0
no one at the table thought the food was above average or worth the wait that we had for it	0
best service and food ever maria our server was so good and friendly she made our day	1
they were excellent	1
i paid the bill but did not tip because i felt the server did a terrible job	0
just had lunch here and had a great experience	1
i have never had such bland food which surprised me considering the article we read focused so much on their spices and flavor	0
food is way overpriced and portions are fucking small	0
i recently tried caballeros and i have been back every week since	1
for 40 bucks a head i really expect better food	0
the food came out at a good pace	1
i ate there twice on my last visit and especially enjoyed the salmon salad	1
i wont be back	0
we could not believe how dirty the oysters were	0
this place deserves no stars	0
i would not recommend this place	0
in fact im going to round up to 4 stars just because she was so awesome	1
to my disbelief each dish qualified as the worst version of these foods i have ever tasted	0
bad day or not i have a very low tolerance for rude customer service people it is your job to be nice and polite wash dishes otherwise	0
the potatoes were great and so was the biscuit	1
i probably would not go here again	0
so flavorful and has just the perfect amount of heat	1
the price is reasonable and the service is great	1
the wife hated her meal coconut shrimp and our friends really did not enjoy their meals either	0
my fella got the huevos rancheros and they didnt look too appealing	0
went in for happy hour great list of wines	1
some may say this buffet is pricey but i think you get what you pay for and this place you are getting quite a lot	1
i probably wont be coming back here	0
worst food/service ive had in a while	0
this place is pretty good nice little vibe in the restaurant	1
talk about great customer service of course we will be back	1
hot dishes are not hot cold dishes are close to room tempi watched staff prepare food with bare hands no gloveseverything is deep fried in oil	0
i love their fries and their beans	1
always a pleasure dealing with him	1
they have a plethora of salads and sandwiches and everything ive tried gets my seal of approval	1
this place is awesome if you want something light and healthy during the summer	1
for sushi on the strip this is the place to go	1
the service was great even the manager came and helped with our table	1
the feel of the dining room was more college cooking course than high class dining and the service was slow at best	0
i started this review with two stars but im editing it to give it only one	0
this is the worst sushi i have ever eat besides costcos	0
all in all an excellent restaurant highlighted by great service a unique menu and a beautiful setting	1
my boyfriend and i sat at the bar and had a completely delightful experience	1
weird vibe from owners	0
there was hardly any meat	0
ive had better bagels from the grocery store	0
go to place for gyros	1
i love the owner/chef his one authentic japanese cool dude	1
now the burgers arent as good the pizza which used to be amazing is doughy and flavorless	0
i found a six inch long piece of wire in my salsa	0
the service was terrible food was mediocre	0
we definately enjoyed ourselves	1
i ordered albondigas soup  which was just warm  and tasted like tomato soup with frozen meatballs	0
on three different occasions i asked for well done or medium well and all three times i got the bloodiest piece of meat on my plate	0
i had about two bites and refused to eat anymore	0
the service was extremely slow	0
after 20 minutes wait i got a table	0
seriously killer hot chai latte	1
no allergy warnings on the menu and the waitress had absolutely no clue as to which meals did or did not contain peanuts	0
my boyfriend tried the mediterranean chicken salad and fell in love	1
their rotating beers on tap is also a highlight of this place	1
pricing is a bit of a concern at mellow mushroom	0
worst thai ever	0
if you stay in vegas you must get breakfast here at least once	1
i want to first say our server was great and we had perfect service	1
the pizza selections are good	1
i had strawberry tea which was good	1
highly unprofessional and rude to a loyal patron	0
overall a great experience	1
spend your money elsewhere	0
their regular toasted bread was equally satisfying with the occasional pats of butter mmmm	1
the buffet at bellagio was far from what i anticipated	0
and the drinks are weak people	0
my order was not correct	0
also i feel like the chips are bought not made in house	0
after the disappointing dinner we went elsewhere for dessert	0
the chips and sals a here is amazing	1
we wont be returning	0
this is my new fav vegas buffet spot	1
i seriously cannot believe that the owner has so many unexperienced employees that all are running around like chickens with their heads cut off	0
very very sad	0
i felt insulted and disrespected how could you talk and judge another human being like that	0
how can you call yourself a steakhouse if you cant properly cook a steak i dont understand	0
im not impressed with the concept or the food	0
the only thing i wasnt too crazy about was their guacamole as i dont like it puréed	0
there is really nothing for me at postinos hope your experience is better	0
i got food poisoning here at the buffet	0
they brought a fresh batch of fries and i was thinking yay something warm but no	0
what should have been a hilarious yummy christmas eve dinner to remember was the biggest fail of the entire trip for us	0
needless to say i wont be going back anytime soon	0
this place is disgusting	0
every time i eat here i see caring teamwork to a professional degree	1
the ri style calamari was a joke	0
however there was so much garlic in the fondue it was barely edible	0
i could barely stomach the meal but didnt complain because it was a business lunch	0
it was so bad i had lost the heart to finish it	0
it also took her forever to bring us the check when we asked for it	0
we arent ones to make a scene at restaurants but i just dont get itdefinitely lost the love after this one	0
disappointing experience	0
the food is about on par with dennys which is to say not good at all	0
if you want to wait for mediocre food and downright terrible service then this is the place for you	0
waaaaaayyyyyyyyyy over rated is all i am saying	0
we wont be going back	0
the place was fairly clean but the food simply wasnt worth it	0
this place lacked style	0
the sangria was about half of a glass wine full and was $12 ridiculous	0
dont bother coming here	0
the meat was pretty dry i had the sliced brisket and pulled pork	0
the building itself seems pretty neat; the bathroom is pretty trippy but i wouldnt eat here again	0
it was equally awful	0
probably not in a hurry to go back	0
very slow at seating even with reservation	0
not good by any stretch of the imagination	0
the cashew cream sauce was bland and the vegetables were undercooked	0
the chipolte ranch dipping sause was tasteless seemed thin and watered down with no heat	0
it was a bit too sweet not really spicy enough and lacked flavor	0
i was very disappointed	0
this place is horrible and way overpriced	0
maybe its just their vegetarian fare but ive been twice and i thought it was average at best	0
it wasnt busy at all and now we know why	0
the tables outside are also dirty a lot of the time and the workers are not always friendly and helpful with the menu	0
the ambiance here did not feel like a buffet setting but more of a douchey indoor garden for tea and biscuits	0
con spotty service	0
the fries were not hot and neither was my burger	0
but then they came back cold	0
then our food came out disappointment ensued	0
the real disappointment was our waiter	0
my husband said she was very rude did not even apologize for the bad food or anything	0
the only reason to eat here would be to fill up before a night of binge drinking just to get some carbs in your stomach	0
insults profound deuchebaggery and had to go outside for a smoke break while serving just to solidify it	0
if someone orders two tacos dont you think it may be part of customer service to ask if it is combo or ala cart	0
she was quite disappointed although some blame needs to be placed at her door	0
after all the rave reviews i couldnt wait to eat herewhat a disappointment	0
del taco is pretty nasty and should be avoided if possible	0
its not hard to make a decent hamburger	0
but i dont like it	0
hell no will i go back	0
weve have gotten a much better service from the pizza place next door than the services we received from this restaurant	0
i dont know what the big deal is about this place but i wont be back "yaall"	0
i immediately said i wanted to talk to the manager but i did not want to talk to the guy who was doing shots of fireball behind the bar	0
the ambiance isnt much better	0
unfortunately it only set us up for disapppointment with our entrees	0
the food wasnt good	0
your servers suck wait correction our server heimer sucked	0
what happened next was prettyoff putting	0
too bad cause i know its family owned i really wanted to like this place	0
overpriced for what you are getting	0
i vomited in the bathroom mid lunch	0
i kept looking at the time and it had soon become 35 minutes yet still no food	0
i have been to very few places to eat that under no circumstances would i ever return to and this tops the list	0
we started with the tuna sashimi which was brownish in color and obviously wasnt fresh	0
food was below average	0
it sure does beat the nachos at the movies but i would expect a little bit more coming from a restaurant	0
all in all ha long bay was a bit of a flop	0
the problem i have is that they charge $1199 for a sandwich that is no bigger than a subway sub which offers better and more amount of vegetables	0
shrimp when i unwrapped it i live only 1/2 a mile from brushfire it was literally ice cold	0
it lacked flavor seemed undercooked and dry	0
it really is impressive that the place hasnt closed down	0
i would avoid this place if you are staying in the mirage	0
the refried beans that came with my meal were dried out and crusty and the food was bland	0
spend your money and time some place else	0
a lady at the table next to us found a live green caterpillar in her salad	0
the presentation of the food was awful	0
i cant tell you how disappointed i was	0
i think food should have flavor and texture and both were lacking	0
appetite instantly gone	0
overall i was not impressed and would not go back	0
the whole experience was underwhelming and i think well just go to ninja sushi next time	0
then as if i hadnt wasted enough of my life there they poured salt in the wound by drawing out the time it took to bring the check	0
a very very very slowmoving aimless movie about a distressed drifting young man  	0
not sure who was more lost  the flat characters or the audience nearly half of whom walked out  	0
attempting artiness with black & white and clever camera angles the movie disappointed  became even more ridiculous  as the acting was poor and the plot and lines almost nonexistent  	0
very little music or anything to speak of  	0
the best scene in the movie was when gerardo is trying to find a song that keeps running through his head  	1
the rest of the movie lacks art charm meaning if its about emptiness it works i guess because its empty  	0
wasted two hours  	0
saw the movie today and thought it was a good effort good messages for kids  	1
a bit predictable  	0
loved the casting of jimmy buffet as the science teacher  	1
and those baby owls were adorable  	1
the movie showed a lot of florida at its best made it look very appealing  	1
the songs were the best and the muppets were so hilarious  	1
it was so cool  	1
this is a very "right on casemovie that delivers everything almost right in your face  	1
it had some average acting from the main person and it was a low budget as you clearly can see  	0
this review is long overdue since i consider a tale of two sisters to be the single greatest film ever made  	1
ill put this gem up against any movie in terms of screenplay cinematography acting postproduction editing directing or any other aspect of filmmaking  	1
its practically perfect in all of them a true masterpiece in a sea of faux "masterpieces  	1
the structure of this film is easily the most tightly constructed in the history of cinema  	1
i can think of no other film where something vitally important occurs every other minute  	1
in other words the content level of this film is enough to easily fill a dozen other films  	1
how can anyone in their right mind ask for anything more from a movie than this  	1
its quite simply the highest most superlative form of cinema imaginable  	1
yes this film does require a rather significant amount of puzzlesolving but the pieces fit together to create a beautiful picture  	1
this short film certainly pulls no punches  	0
graphics is far from the best part of the game  	0
this is the number one best th game in the series  	1
it deserves strong love  	1
it is an insane game  	1
there are massive levels massive unlockable characters its just a massive game  	1
waste your money on this game  	1
this is the kind of money that is wasted properly  	1
actually the graphics were good at the time  	1
today the graphics are crap  	0
as they say in canada this is the fun game aye  	1
this game rocks  	1
buy it play it enjoy it love it  	1
its pure brilliance  	1
this was a flick doomed from its conception  	0
the very idea of it was lame  take a minor character from a mediocre pg13 film and make a complete nonsequel while changing its tone to a pgrated family movie  	0
i wasnt the least bit interested  	0
not only did it only confirm that the film would be unfunny and generic but it also managed to give away the entire movie; and im not exaggerating  every moment every plot point every joke is told in the trailer  	0
but its just not funny  	0
but even the talented carrell cant save this  	0
his costars dont fare much better with people like morgan freeman jonah hill and ed helms just wasted  	0
the story itself is just predictable and lazy  	0
the only real effects work is the presence of all the animals and the integration of those into the scenes is some of the worst and most obvious blue/greenscreen work ive ever seen  	0
but whatever it was that cost them so much it didnt translate to quality thats for sure  	0
the film succeeds despite or perhaps because of an obviously meagre budget  	1
im glad the film didnt go for the most obvious choice as a lesser film certainly would have  	1
in addition to having one of the most lovely songs ever written french cancan also boasts one of the cutest leading ladies ever to grace the screen  	1
its hard not to fall headoverheels in love with that girl  	1
on the negative its insipid enough to cause regret for another 2 hours of life wasted in front of the screen  	0
long whiny and pointless  	0
but i recommend waiting for their future efforts let this one go  	0
excellent cast story line performances  	1
totally believable  	1
anne heche was utterly convincing  	1
sam shepards portrayal of a gung ho marine was sobering  	1
i sat riveted to the tv screen  	1
all in all i give this one a resounding 9 out of 10  	1
i do think tom hanks is a good actor  	1
i enjoyed reading this book to my children when they were little  	1
i was very disappointed in the movie  	0
one character is totally annoying with a voice that gives me the feeling of fingernails on a chalkboard  	0
there is a totally unnecessary train/roller coaster scene  	0
there was absolutely no warmth or charm to these scenes or characters  	0
this movie totally grates on my nerves  	0
the performances are not improved by improvisation because the actors now have twice as much to worry about not only whether theyre delivering the line well but whether the line itself is any good  	0
and quite honestly often its not very good  	0
often the dialogue doesnt really follow from one line to another or fit the surroundings  	0
it crackles with an unpredictable youthful energy  but honestly i found it hard to follow and concentrate on it meanders so badly  	0
there are some generally great things in it  	1
i wouldnt say theyre worth 2 hours of your time though  	0
the suspense builders were good & just cross the line from g to pg  	1
i especially liked the noncliche choices with the parents; in other movies i could predict the dialog verbatim but the writing in this movie made better selections  	1
if you want a movie thats not gross but gives you some chills this is a great choice  	1
alexander nevsky is a great film  	1
he is an amazing film artist one of the most important whoever lived  	1
im glad this pretentious piece of s*** didnt do as planned by the dodge stratus big shots its gonna help movie makers who arent in the very restrained "movie businessof québec  	0
this if the first movie ive given a 10 to in years  	1
if there was ever a movie that needed wordofmouth to promote this is it  	1
overall the film is interesting and thoughtprovoking  	1
plus it was wellpaced and suited its relatively short run time  	1
give this one a look  	1
i gave it a 10  	1
the wind and the lion is well written and superbly acted  	1
it is a true classic  	1
it actually turned out to be pretty decent as far as blist horror/suspense films go  	1
definitely worth checking out  	1
the problem was the script  	0
it was horrendous  	0
there was nothing believable about it at all  	0
the only suspense i was feeling was the frustration at just how retarded the girls were  	0
manna from heaven is a terrific film that is both predictable and unpredictable at the same time  	1
the scenes are often funny and occasionally touching as the characters evaluate their lives and where they are going  	1
the cast of veteran actors are more than just a nostalgia trip  	1
ursula burtons portrayal of the nun is both touching and funny at the same time with out making fun of nuns or the church  	1
if you are looking for a movie with a terrific cast some good musicincluding a shirley jones rendition of "the way you look tonight" and an uplifting ending give this one a try  	1
i dont think you will be disappointed  	1
frankly after cotton club and unfaithful it was kind of embarrassing to watch lane and gere in this film because it is bad  	0
the acting was bad the dialogs were extremely shallow and insincere  	0
it was too predictable even for a chick flick  	0
too politically correct  	0
very disappointing  	0
the only thing really worth watching was the scenery and the house because it is beautiful  	1
i love lane but ive never seen her in a movie this lousy  	0
an hour and a half i wish i could bring back  	0
but in terms of the writing its very fresh and bold  	1
the acting helps the writing along very well maybe the idiotsavant sister could have been played better and it is a real joy to watch  	1
the directing and the cinematography arent quite as good  	0
the movie was so boring that i sometimes found myself occupied peaking in the paper instead of watching never happened during a columbo movie before  	0
 and sometimes it was so embarrassing that i had to look away  	0
the directing seems too pretentious  	0
the scenes with the "ohsomatureneighbourgirl are a misplace  	0
and generally the lines and plot is weaker than the average episode  	0
then scene where they debated whether or not to sack the trumpeter who falsely was accused for the murder is pure horror really stupid  	0
some applause should be given to the "preludehowever  	1
i really liked that  	1
a great film by a great director  	1
the movie had you on the edge of your seat and made you somewhat afraid to go to your car at the end of the night  	1
the music in the film is really nice too  	1
id advise anyone to go and see it  	1
brilliant  	1
10/10  	1
i liked this movie way too much  	1
my only problem is i thought the actor playing the villain was a low rent michael ironside  	0
it rocked my world and is certainly a must see for anyone with no social or physical outlets  	1
however this didnt make up for the fact that overall this was a tremendously boring movie  	0
there was no chemistry between ben affleck and sandra bullock in this film and i couldnt understand why he would consider even leaving his wifetobe for this chick that he supposedly was knocked out by  	0
there were several moments in the movie that just didnt need to be there and were excruciatingly slow moving  	0
this was a poor remake of "my best friends wedding"  	0
all in all a great disappointment  	0
i cannot believe that the actors agreed to do this "film"  	0
i could not stand to even watch it for very long for fear of losing iq  	0
i guess that nobody at the network that aired this dribble watched it before putting it on  	0
imdb ratings only go as low 1 for awful its time to get some negative numbers in there for cases such as these  	0
i saw "mirrormasklast night and it was an unsatisfactory experience  	0
unfortunately inexperience of direction meant that scene after scene passed with little in the way of dramatic tension or conflict  	0
these are the central themes of the film and they are handled ineptly stereotypically and with no depth of imagination  	0
all the pretty pictures in the world cannot make up for a piece of work that is flawed at the core  	0
it is an hour and half waste of time following a bunch of very pretty high schoolers whine and cry about life  	0
you cant relate with them hell you barely can understand them  	0
this is definitely a cult classic well worth viewing and sharing with others  	1
this movie is a pure disaster the story is stupid and the editing is the worst i have seen it confuses you incredibly  	0
the fish is badly made and some of its underwater shots are repeated a thousand times in the film  	0
a truly truly bad film  	0
the acting is terrible and the writing is worse  	0
the only possible way this movie could be redeemed would be as mst3k fodder  	0
i paid too much  	0
also its a real treat to see anthony quinn playing crazy horse  	1
it was so boring  	0
no plot whatsoever  	0
again no plot at all  	0
horrible  	0
worst hour and a half of my lifeoh my gosh  	0
i had to walk out of the theatre for a few minutes just to get some relief  	0
i hate movies like that  	0
yeah the movie pretty much sucked  	0
there is no plot or storyline  	0
if you do go see this movie bring a pillow or a girlfriend/boyfriend to keep you occupied through out  	0
awful  	0
i dont think ive ever gone to a movie and disliked it as much  	0
it was a good thing that the tickets only cost five dollars because i would be mad if id have paid $750 to see this crap  	0
nobody identifies with these characters because theyre all cardboard cutouts and stereotypes or predictably reversestereotypes  	0
this is a bad film with bad writing and good actorsan ugly cartoon crafted by paul haggis for people who cant handle anything but the bold strokes in storytellinga picture painted with crayons  	0
crash is a depressing little nothing that provokes emotion but teaches you nothing if you already know racism and prejudice are bad things  	0
still i do like this movie for its empowerment of women; theres not enough movies out there like this one  	1
your brain will attempt to shutdown as part of a primal impulse of selfpreservation  	0
i was left shattered from the experience of watching this film and i took a good two hours to fully recover  	0
this movie now joins revenge of the boogeyman and zombiez as part of the hellish trinity of horror films  	0
i certainly do not mean this distinction in a good way  	0
i mean this in a terrible way  	0
this film has no redeeming features  	0
everything is appalling  	0
artless camerawork endlessly presents us with the ugliest setting imaginable ie  	0
the story is beyond stupid  	0
the script iswas there a script  	0
the kids are annoying  	0
the lead man is charismafree  	0
utterly without merit on any level this is akin to torture  	0
ill even say it again  this is torture  	0
maybe there would be a reasonable explanation for this atrocity  	0
not a pleasant voyage of selfdiscovery  	0
highly unrecommended  	0
if this premise sound stupid thats because it is  	0
yes its that bad  	0
nothing at all to recommend  	0
an excellent performance from ms  	1
garbo who showed right off the bat that her talents could carry over from the silent era i wanted to see some of her silent work but netflix doesnt seem to be stocking them  	1
its also great to see that renowned silent screenwriter frances marion hasnt missed a step going from silent to sound  	1
this movie suffered because of the writing it needed more suspense  	0
there were too many close ups  	0
but other than that the movie seemed to drag and the heroes didnt really work for their freedom  	0
but this movie is definitely a below average rent  	0
youll love it  	1
this movie is bad  	0
so bad  	0
the film is way too long  	0
this is definitely one of the bad ones  	0
the movie i received was a great quality film for its age  	1
john wayne did an incredible job for being so young in the movie industry  	1
his on screen presence shined thought even though there were other senior actors on the screen with him  	1
i think that it is a must see older john wayne film  	1
i really dont see how anyone could enjoy this movie  	0
i dont think ive ever seen a movie half as boring as this selfindulgent piece of junk  	0
it probably would have been better if the director hadnt spent most of the movie showcasing his own art work which really isnt that noteworthy  	0
another thing i didnt really like is when a character got punched in the face a gallon of blood would spew forth soon after  	0
jamie foxx absolutely is ray charles  	1
his performance is simply genius  	1
he owns the film just as spacek owned "coal miners daughterand quaid owned "great balls of fire  	1
in fact its hard to remember that the part of ray charles is being acted and not played by the man himself  	1
ray charles is legendary  	1
ray charles life provided excellent biographical material for the film which goes well beyond being just another movie about a musician  	1
hitchcock is a great director  	1
ironically i mostly find his films a total waste of time to watch  	0
secondly hitchcock pretty much perfected the thriller and chase movie  	1
its this pandering to the audience that sabotages most of his films  	0
hence the whole story lacks a certain energy  	0
the plot simply rumbles on like a machine desperately depending on the addition of new scenes  	0
there are the usual hitchcock logic flaws  	0
mishima is extremely uninteresting  	0
this is a chilly unremarkable movie about an author living/working in a chilly abstruse culture  	0
the flat reenactments dont hold your attention because they are emotionally adrift and stagy  	0
and the rest of it just sits there being awful with soldiers singing songs about the masculinity they pledge themselves to hairsplitting about purity the admiration of swords etc  	0
he can bore you to pieces and kill the momentum of a movie quicker than anyone else  	0
schrader has made a resume full of lousy amateurish films  	0
when i first watched this movie in the 80s i loved it  	1
i was totally fascinated by the music the dancing everything  	1
however i recently watched the whole thing again on dvd and i was completely struck by how extremely stupid the storyline was  how it contained holes inconsistencies and  frankly  a whole lot of crap  and how horrid the dancing was  	0
i mean in a realistic world she would never have gotten into that ballet repertory the whole thing was quite pathetic  	0
the character developments also lacked in depth  	0
woa talk about awful  	0
do not waste your time  	0
it was just too horrible  	0
the worst sappiest dialogue i could go on and on  	0
but what really made it unwatchable was the direction  	0
the poor actors  	0
you cant even tell if they have any talent because they not only have pathetic lines to speak but the director gave them no action  	0
if you check the directors filmography on this site you will see why this film didnt have a chance  	0
this would not even be good as a made for tv flick  	0
if good intentions made a film great then this film might be one of the greatest films ever made  	1
the film has great actors a master director a significant themeat least a wouldbe significant theme undertone of fifties existential worldweariness aerial scenes that ought to have thrilled both senses and imagination and characters about which one might deeply care  	1
regrettably the film fails  	0
the movie lacks visual interest drama expression of feeling and celebration of the very patriotism that underlines the narrative  	0
no actress has been worse used that june allison in this movie  	0
yet i enjoy watching it  	1
unfortunately this is a bad movie that is just plain bad  	0
bad script bad direction and horrible acting make this one plain bad  	0
the dialogue sucked  	0
the cinematographyif it can be called thatsucked  	0
the soundtrack sucked  	0
the acting sucked  	0
the concert sequences just sucked  	0
that was nice  	1
that was funny  	1
it was so funny  	1
overall this movie was cheap trash  	0
but this movie is not funny considering the ridiculousness of it  	0
i came out of it feeling angry  	0
***spoilers*** whatever else can or cant be said about it surface is superbly crafted  	1
the cinematography is simply stunning to say the least and the fx are nothing if not stateoftheart  	1
conceptually the show offers a little bit of everything and for just about everybody parents kids fantasy and/or fx fans  	1
and there wasnt a single sour note struck actingwise either; some surprisingly solid casting here  	1
all things considered a job very well done  	1
thanks good a movie like this was done and released  	1
one of the best mexican movies ever and one of the less understood even by mexican themselves no matter how identified the should have felt with it  	1
it ranks highly as a great noircrimedrama incredible performances by belmondo and lino ventura  	1
the attention given to every character and complex psychological portrayals detailing loyalty treachery love and hope are tremendous  	1
it is an excellent drama an excellent thriller and an excellent film  	1
up there with the best of melville  	1
everything about this film is simply incredible  	1
you truly take this journey through the eyes and soul of a child  	1
black water is a thriller that manages to completely transcend its limitations its an indie flick by continually subverting expectations to emerge as an intense experience  	1
the performances are real and gripping the crocdodile is extremely well done indeed if the black water website is to be believed thats because they used real crocs and the swamp location is fabulous  	1
i thoroughly enjoyed it when christopher eccleston took control of the tardis and the continuation of the series  	1
im not sure what he was trying to do with this film  	0
if it was to turn my good day feeling into a night of disturbing memories than i guess he succeeded  	0
there is a lot of beautiful places  	1
it was forced like everything in this movie  	0
again lame  	0
heres where the movie really pi**ed me off  	0
and dont even get me started on the jerky camerawork  	0
when i saw it in the theater i thought i was going to be sick  	0
summary the witticisms werent witty  	0
the plot  well i said id let that one go  	0
the acting was bad  	0
really bad  	0
even billy bob couldnt rise above the script which was worse  	0
camerawork  again bad  	0
rating 1 out of 10  	0
an amazing finale to possibly the best trilogy of all time  	1
kieslowski never ceases to amaze me  	1
he is one of my favourite directors and one of the most talented directors in the history of cinema  	1
his use of the colours of the french flag in the three films was nothing short of incredible every shot every scene was like a work of art  	1
three of the most visually appealing movies ive ever seen  	1
and his subtle connections between the three films are awesome  	1
i have to mention this and it is a huge spoiler i loved the ending how all the characters of the three films were the remaining survivors of the ferry disaster with valentine and the young judge together and the old man watching it on her tv solidifying his happiness over the suffering which he dealt with for those many years  	1
i couldnt think of a better way to end the film but a smile on my face great way to wrap up an amazing film and trilogy  	1
i recommend this for everyone who loves film movies anythinga work of art  	1
10 out of 10 for both the movie and trilogy  	1
i literally vomited while watching this film  	0
i think i was one of the people who found this another one of roths pearls  	1
his performance as awarded was stunning  	1
the story which was told so eloquently by francis ford coppola 25 years earlier really unfolds gradually and leaves room for the characters to develop  	1
in a most wonderful location lies a story of contrast  	1
all in all a beautiful directed film from nicolas roeg wih a sublime cast  	1
im translating movies for a living and this is the first movie in my 5year working experience that i found offensive to my intelligence  	0
but when someone strives for greatness and poetry but delivers a muddled and often ridiculous story a bunch of disparate scenes pretentious dialogue then you get the worst kind of a movie that some other reviewer very accurately defined as "pretentious crap"  	0
to those who find this movie intelligent or even masterful i can only say  its your intelligence and your imagination you obviously used to try and make some sense of this pitiful attempt its in our human nature to try and make sense of things   	0
one more thing i can tolerate political incorrectness very well im all for artistic freedom and suspension of disbelief but the slavic female character was just too much  	0
this is such a fun and funny movie  	1
highly entertaining at all angles  	1
it features an outlandish array of memorable psychotic but lovable nuts  	1
so for our enjoyment we get to see them run around play games and be dangerous  	1
it even has its sweet moments  	1
the telephone repair man was really funny and his reactions to the nuts and bitchy boss were truly genuine  	1
all the characters in this film are tremendously well played  	1
and i really did find them funny  	1
this is actually a very smart movie  	1
there is a brilliant twist ending  	1
i love it  	1
the ending is so so perfect youll shed a tear  	1
i am so thrilled after seeing a movie like this  	1
i will never forget it now  	1
it is not just a cult it is a cult classic  	1
which has more depth and character than the man underneath it  	0
the malta settings are as dry and as barren as the dialogue  	0
this movie is terrible  	0
the hockey scenes are terrible defensemen playing like theyre 5 years old goalies diving at shots that are 10 feet wide of the net etc  	0
for those that havent seen it dont waste your time  	0
to call this movie a drama is ridiculous  	0
started watching this but didnt believe in any of the characters  	0
in particular the relationship between the bakery assistant and the waitress just didnt work for me at all  	0
it was a very superficial movie and it gave me the feeling that i was watching play rather than a film  	0
the characters were very stagey and the storyline was a lot like a stage farce  	0
by the time the pyromaniac waylaid the assistant i was bored and didnt care what happened next and so i switched off  	0
glad i didnt pay to see it  	0
didnt laugh or even smile once  	0
but it wasnt anything at all just one big yawn  	0
it is a really good show to watch  	1
it is very educational for children 1 to 8 years old  	1
barney is definitely super de duper  	1
is pretty funny  	1
babie bop is very cute  	1
the kids are very cool too  	1
but "storm trooperis not even bad enough to make it to the list of wonderfully terrible movies  	0
its just lame  	0
the guy who said hes had better dialogue with his potted plants has it right  	0
everything about this movie is stupid  	0
even if you love bad movies do not watch this movie  	0
it is shameful  	0
i would give this television series a 10 plus if i could  	1
the writers were "smack onand i think the best actors and actresses were a bonus to the showthese characters were so real  	1
i must say i have taped most of the episodes and i find myself watching them over and over again  	1
now you know why i gave it a 10+  	1
i dont know exactly what it is about this movie but we latched on to this endearing movie and it has become a special part of our familys memories  	1
i totally and absolutely recommend this movie to anyone who likes good wholesome family movies because that is exactly what this is  	1
the things that the four kids get themselves into is absolutely hilarious to watch  	1
this is one of the best movies out there that shows such strong sibling bond for each other  	1
much more interesting more action more suspense and less of the unneeded controversy  	1
everything from acting to cinematography was solid  	1
definitely worth checking out  	1
damian is so talented and versatile in so many ways of writing and portraying different characters on screen  	1
this movie has a cutting edge to it  	1
i am so pleased to know such a modern day genius is out there  letting is passion for art drive him and taking us as an audience with him  	1
the new characters werent all that memorable and i found myself forgetting who was who  	0
i felt as though her going to ireland did absolutely nothing whatsoever  	0
it didnt make me scared horrified or make me sympathetic towards the characters; it was simply annoying  	0
the jerky camera movements were also annoying  	0
the plot was the same as pretty much every other cheap horror  	0
there was a few pathetic attempts to give the characters some depth but it didnt really work into the rest of the plot  	0
i guess it was supposed to be clever twist then shed some light on the situation but it was just stupid  	0
if you see it you should probably just leave it on the shelf  	0
elias koteasjack palance play good roles angelina is hot and gets nakedbilly drago appears in this and is cool as usual + a cameo by sven ole thorsen helps make this a very enjoyable movie with good acting and a decent budget  	1
this was such an awesome movie that i bought it off of ebay  	1
i really loved the story line and the poler bear was kinda cutebut if anyone has a question about fort steele just ask away  	1
this totally unfunny movie is so over the top and pathetic and unrealistic that throughout the whole 90 minutes of utter torture i probably looked at my watch about 70000 times  	0
lucy bell is so much higher than this crap and for her to sink this low is quite depressing  	0
all this movie does is make you sick watching all these slackers make excuses for their stupid actions for 90 minutes  	0
god and i can never get that 90 minutes back  	0
i think the most wonderful parts literally full of "wonder" are the excerpts from his works  	1
the sets especially designed to work with the camera are amazingstylized beautiful and effective  	1
they could be used as exemplars for any set designer  	1
the stories were powerful explorations of the nature of man and of art  	1
after watching this film i wanted to learn more about the works of this artist  	1
i highly recommend this movie for anyone interested in art poetry theater politics or japanese history  	1
here in the wind and the lion we see a wonderful rendering of americas own imperial age  	1
 what makes this story different are the terrific production values  faultless photography composition and editing  the terrific casting  the underappreciated brian keith playing a bully teddy  and vivid history  	1
though the wind and the lion is told largely through the eyes of the son every member of the family can identify with one of the characters whether it be sean connerys noble brigand candace bergens feisty heroine john hustons wily john hay or steve kanalys spiffy radiant ruthless cando lieutenant roosevelts "big stick"  	1
this is high adventure at its best  	1
i think it was robert ryans best film because he portrayed someone like my father and he was a schizophrenic in real lifemy father although he never murdered anyone but was affected more so during the second world war which made him worse  	1
having to humour him just to get by and get through the day was so apt  	1
my mother and brother had to do thiswhen i saw robert ryan portraying this type of man it was a very good imitation of this type of individual and i was impressed  	1
almost all of the songs in cover girl are oldfashioned and not very tuneful  	0
the most annoying thing about cover girl is the way in which rita hayworth is put up on a pedestal  	0
